time,value
1533387600,7286.790040000001
1533391200,7258.39014
1533394800,7083.2002
1533398400,7033.839840000001
1533402000,7009.0
1533405600,7021.1001
1533409200,7011.6201200000005
1533412800,7008.7002
1533416400,7041.040040000001
1533420000,7030.56006
1533423600,7026.6298799999995
1533427200,7031.180179999999
1533430800,6983.02002
1533434400,6968.8798799999995
1533438000,7012.33008
1533441600,7019.5498
1533445200,7009.06006
1533448800,6988.6298799999995
1533452400,6983.930179999999
1533456000,7016.589840000001
1533459600,7082.25
1533463200,7092.5297900000005
1533466800,7054.2998
1533470400,7067.7202099999995
1533474000,7052.7002
1533477600,6984.2202099999995
1533481200,7056.089840000001
1533484800,7049.7797900000005
1533488400,7025.31006
1533492000,7030.6001
1533495600,7053.740229999999
1533499200,7085.089840000001
1533502800,7089.1201200000005
1533506400,7066.4702099999995
1533510000,7055.75
1533513600,7083.14014
1533517200,7160.3999
1533520800,7157.43994
1533524400,7149.709959999999
1533528000,7130.160159999999
1533531600,7109.509770000001
1533535200,7122.9502
1533538800,7101.4702099999995
1533542400,7030.2998
1533546000,7014.1499
